programing lvl: 5.25
programing lvl: 6.300000000000001
programing lvl: 2.1
programing lvl: 5.5125
programing lvl: 6.615000000000001
programing lvl: 2.205
programing lvl: 5.788125000000001
programing lvl: 6.945750000000001
programing lvl: 2.3152500000000003
programing lvl: 6.077531250000001
programing lvl: 7.293037500000001
programing lvl: 2.4310125000000005
programing lvl: 6.381407812500001
programing lvl: 7.657689375000002
programing lvl: 2.5525631250000007
programing lvl: 6.700478203125002
programing lvl: 8.040573843750003
programing lvl: 2.680191281250001
programing lvl: 7.035502113281252
programing lvl: 8.442602535937503
programing lvl: 2.814200845312501
programing lvl: 7.387277218945315
programing lvl: 8.86473266273438
programing lvl: 2.954910887578126
programing lvl: 7.756641079892582
programing lvl: 9.307969295871098
programing lvl: 3.1026564319570324
programing lvl: 8.14447313388721
programing lvl: 9.773367760664653
programing lvl: 3.257789253554884
programing lvl: 8.551696790581572
programing lvl: 10.262036148697886
programing lvl: 3.4206787162326284
programing lvl: 8.97928163011065
programing lvl: 10.775137956132781
programing lvl: 3.59171265204426
programing lvl: 6.300000000000001
programing lvl: 5.25
programing lvl: 8.4
programing lvl: 6.615000000000001
programing lvl: 5.5125
programing lvl: 8.82
programing lvl: 6.945750000000001
programing lvl: 5.788125000000001
programing lvl: 9.261000000000001
programing lvl: 7.293037500000001
programing lvl: 6.077531250000001
programing lvl: 9.724050000000002
programing lvl: 7.657689375000002
programing lvl: 6.381407812500001
programing lvl: 10.210252500000003
programing lvl: 8.040573843750003
programing lvl: 6.700478203125002
programing lvl: 10.720765125000003
programing lvl: 8.442602535937503
programing lvl: 7.035502113281252
programing lvl: 11.256803381250004
programing lvl: 8.86473266273438
programing lvl: 7.387277218945315
programing lvl: 11.819643550312504
programing lvl: 9.307969295871098
programing lvl: 7.756641079892582
programing lvl: 12.41062572782813
programing lvl: 9.773367760664653
programing lvl: 8.14447313388721
programing lvl: 13.031157014219536
programing lvl: 10.262036148697886
programing lvl: 8.551696790581572
programing lvl: 13.682714864930514
programing lvl: 10.775137956132781
programing lvl: 8.97928163011065
programing lvl: 14.36685060817704
programing lvl: 7.3500000000000005
programing lvl: 3.1500000000000004
programing lvl: 7.3500000000000005
programing lvl: 7.717500000000001
programing lvl: 3.3075000000000006
programing lvl: 7.717500000000001
programing lvl: 8.103375000000002
programing lvl: 3.4728750000000006
programing lvl: 8.103375000000002
programing lvl: 8.508543750000001
programing lvl: 3.6465187500000007
programing lvl: 8.508543750000001
programing lvl: 8.933970937500002
programing lvl: 3.828844687500001
programing lvl: 8.933970937500002
programing lvl: 9.380669484375002
programing lvl: 4.020286921875002
programing lvl: 9.380669484375002
programing lvl: 9.849702958593753
programing lvl: 4.221301267968752
programing lvl: 9.849702958593753
programing lvl: 10.342188106523441
programing lvl: 4.43236633136719
programing lvl: 10.342188106523441
programing lvl: 10.859297511849613
programing lvl: 4.653984647935549
programing lvl: 10.859297511849613
programing lvl: 11.402262387442095
programing lvl: 4.886683880332327
programing lvl: 11.402262387442095
programing lvl: 11.9723755068142
programing lvl: 5.131018074348943
programing lvl: 11.9723755068142
programing lvl: 12.570994282154912
programing lvl: 5.3875689780663905
programing lvl: 12.570994282154912
programing lvl: 5.25
programing lvl: 6.300000000000001
programing lvl: 5.25
programing lvl: 5.5125
programing lvl: 6.615000000000001
programing lvl: 5.5125
programing lvl: 5.788125000000001
programing lvl: 6.945750000000001
programing lvl: 5.788125000000001
programing lvl: 6.077531250000001
programing lvl: 7.293037500000001
programing lvl: 6.077531250000001
programing lvl: 6.381407812500001
programing lvl: 7.657689375000002
programing lvl: 6.381407812500001
programing lvl: 6.700478203125002
programing lvl: 8.040573843750003
programing lvl: 6.700478203125002
programing lvl: 7.035502113281252
programing lvl: 8.442602535937503
programing lvl: 7.035502113281252
programing lvl: 7.387277218945315
programing lvl: 8.86473266273438
programing lvl: 7.387277218945315
programing lvl: 7.756641079892582
programing lvl: 9.307969295871098
programing lvl: 7.756641079892582
programing lvl: 8.14447313388721
programing lvl: 9.773367760664653
programing lvl: 8.14447313388721
programing lvl: 8.551696790581572
programing lvl: 10.262036148697886
programing lvl: 8.551696790581572
programing lvl: 8.97928163011065
programing lvl: 10.775137956132781
programing lvl: 8.97928163011065
